image_name,tags
file_11213,clear primary agriculture road cultivation
file_11214,clear primary agriculture road
file_11215,clear primary
file_11216,cloudy
file_11217,clear primary
file_11218,clear primary
file_11219,clear partly_cloudy primary agriculture road
file_11220,clear primary
file_11221,clear primary agriculture road water
file_11222,partly_cloudy primary
file_11223,clear haze primary
file_11224,clear primary agriculture road water habitation artisinal_mine
file_11225,clear primary agriculture
file_11226,partly_cloudy primary agriculture water
file_11227,clear primary
file_11228,clear primary water
file_11229,cloudy
file_11230,clear primary agriculture water cultivation
file_11231,cloudy
file_11232,clear primary
file_11233,clear haze primary agriculture
file_11234,clear primary
file_11235,clear primary
file_11236,clear primary
file_11237,clear primary
file_11238,clear primary
file_11239,clear primary
file_11240,partly_cloudy primary
file_11241,clear primary
file_11242,clear primary
file_11243,cloudy
file_11244,partly_cloudy primary agriculture
file_11245,partly_cloudy primary
file_11246,clear primary
file_11247,clear haze primary
file_11248,clear primary
file_11249,clear primary agriculture road habitation
file_11250,clear primary road water artisinal_mine
file_11251,clear primary
file_11252,clear primary
file_11253,partly_cloudy cloudy primary
file_11254,clear primary agriculture water cultivation
file_11255,clear primary agriculture road water
file_11256,partly_cloudy cloudy primary
file_11257,clear primary
file_11258,clear primary
file_11259,clear primary
file_11260,clear primary agriculture road water habitation
file_11261,clear cloudy primary water
file_11262,partly_cloudy primary
file_11263,partly_cloudy primary
file_11264,partly_cloudy primary
file_11265,clear primary agriculture road
file_11266,partly_cloudy primary agriculture water
file_11267,haze cloudy primary
file_11268,clear primary
file_11269,partly_cloudy primary
file_11270,clear primary agriculture road water
file_11271,clear primary agriculture water
file_11272,clear primary
file_11273,partly_cloudy primary
file_11274,clear haze primary
file_11275,cloudy
file_11276,clear primary agriculture road
file_11277,partly_cloudy primary agriculture water
file_11278,partly_cloudy primary
file_11279,clear primary agriculture road water cultivation habitation
file_11280,clear primary water cultivation
file_11281,clear primary agriculture road
file_11282,partly_cloudy primary
file_11283,clear primary
file_11284,partly_cloudy primary
file_11285,clear primary agriculture road cultivation habitation
file_11286,partly_cloudy primary
file_11287,clear primary
file_11288,clear primary agriculture road water habitation
file_11289,clear primary
file_11290,clear primary agriculture road habitation
file_11291,clear primary
file_11292,clear primary
file_11293,clear primary
file_11294,partly_cloudy primary
file_11295,partly_cloudy primary agriculture road habitation
file_11296,haze cloudy primary
file_11297,clear primary agriculture road habitation
file_11298,clear primary agriculture road cultivation habitation
file_11299,clear primary
file_11300,partly_cloudy primary agriculture road water habitation
file_11301,partly_cloudy primary
file_11302,clear primary
file_11303,clear primary
file_11304,clear primary water artisinal_mine
file_11305,partly_cloudy primary agriculture water
file_11306,clear partly_cloudy primary agriculture cultivation
file_11307,clear primary
file_11308,cloudy
file_11309,clear primary
file_11310,clear haze primary agriculture road cultivation
file_11311,cloudy
file_11312,haze cloudy primary water
file_11313,clear primary
file_11314,clear primary
file_11315,clear primary
file_11316,partly_cloudy primary agriculture water
file_11317,partly_cloudy primary agriculture road water habitation
file_11318,clear primary agriculture road habitation
file_11319,clear primary road water
file_11320,cloudy
file_11321,clear primary agriculture cultivation
file_11322,partly_cloudy primary
file_11323,clear primary road water selective_logging blooming
file_11324,clear primary agriculture road habitation
file_11325,clear primary
file_11326,clear primary
file_11327,clear primary
file_11328,clear primary
file_11329,clear primary
file_11330,clear primary
file_11331,partly_cloudy primary agriculture cultivation
file_11332,clear primary water
file_11333,partly_cloudy cloudy primary
file_11334,clear primary
file_11335,clear primary agriculture bare_ground
file_11336,clear primary
file_11337,clear primary
file_11338,clear primary agriculture road water habitation
file_11339,clear primary agriculture water
file_11340,haze primary
file_11341,clear primary agriculture road water habitation
file_11342,clear primary agriculture road water cultivation habitation artisinal_mine
file_11343,clear cloudy water
file_11344,clear primary
file_11345,clear primary agriculture road bare_ground
file_11346,partly_cloudy primary
file_11347,clear primary agriculture road habitation
file_11348,clear primary agriculture road water cultivation
file_11349,clear primary
file_11350,clear primary water
file_11351,clear partly_cloudy primary
file_11352,clear primary
file_11353,clear haze primary
file_11354,clear primary agriculture water
file_11355,clear primary
file_11356,partly_cloudy primary agriculture water cultivation
file_11357,clear primary agriculture road cultivation habitation
file_11358,partly_cloudy primary
file_11359,clear primary
file_11360,clear primary agriculture
file_11361,clear primary agriculture road water habitation artisinal_mine
file_11362,partly_cloudy primary water
file_11363,clear primary
file_11364,clear primary
file_11365,clear primary agriculture road habitation
file_11366,clear primary agriculture cultivation habitation
file_11367,clear primary road water selective_logging
file_11368,haze cloudy primary
file_11369,clear primary
file_11370,clear primary agriculture road cultivation
file_11371,clear primary
file_11372,clear primary agriculture cultivation habitation
file_11373,clear primary agriculture road water
file_11374,clear primary
file_11375,clear primary agriculture road bare_ground
file_11376,clear primary water
file_11377,clear primary agriculture cultivation
file_11378,partly_cloudy primary
file_11379,clear primary
file_11380,clear primary
file_11381,clear primary agriculture cultivation
file_11382,clear primary
file_11383,partly_cloudy primary water artisinal_mine
file_11384,clear primary
file_11385,cloudy
file_11386,clear primary
file_11387,clear primary agriculture road habitation
file_11388,clear primary agriculture road cultivation
file_11389,clear primary
file_11390,cloudy
file_11391,partly_cloudy primary agriculture road water
file_11392,clear primary
file_11393,clear primary agriculture road cultivation habitation
file_11394,clear primary
file_11395,clear primary
file_11396,clear primary
file_11397,clear primary water
file_11398,clear primary
file_11399,partly_cloudy primary agriculture road cultivation habitation
file_11400,partly_cloudy primary agriculture
file_11401,clear primary
file_11402,haze primary agriculture water
file_11403,clear primary agriculture road cultivation habitation
file_11404,clear primary agriculture
file_11405,clear primary agriculture water cultivation
file_11406,clear primary agriculture road cultivation habitation
file_11407,clear primary
file_11408,clear primary
file_11409,partly_cloudy primary agriculture road cultivation
file_11410,clear primary
file_11411,partly_cloudy primary
file_11412,haze primary
file_11413,partly_cloudy primary
file_11414,clear primary agriculture cultivation
file_11415,partly_cloudy primary agriculture road
file_11416,clear haze primary
file_11417,clear primary
file_11418,clear primary agriculture road cultivation habitation
file_11419,clear primary
file_11420,clear primary
file_11421,clear primary water
file_11422,clear primary agriculture road
file_11423,clear primary
file_11424,clear primary
file_11425,clear primary agriculture road water habitation artisinal_mine
file_11426,clear primary agriculture cultivation
file_11427,clear primary
file_11428,partly_cloudy primary water
file_11429,clear primary agriculture cultivation habitation
file_11430,haze primary
file_11431,partly_cloudy primary agriculture road water conventional_mine
file_11432,clear haze primary agriculture road water
file_11433,partly_cloudy primary
file_11434,clear primary
file_11435,clear primary
file_11436,partly_cloudy primary agriculture road
file_11437,clear partly_cloudy primary
file_11438,clear primary
file_11439,clear primary
file_11440,clear primary agriculture cultivation
file_11441,partly_cloudy primary agriculture road
file_11442,clear primary agriculture road habitation bare_ground
file_11443,clear primary
file_11444,clear primary
file_11445,clear primary
file_11446,clear primary agriculture road cultivation habitation
file_11447,cloudy water
file_11448,clear primary
file_11449,clear primary
file_11450,clear primary
file_11451,clear primary agriculture cultivation
file_11452,clear primary
file_11453,clear primary
file_11454,clear primary water
file_11455,partly_cloudy primary agriculture water
file_11456,clear primary agriculture road water habitation
file_11457,clear primary water
file_11458,clear primary agriculture road cultivation habitation
file_11459,clear primary
file_11460,clear primary
file_11461,clear primary agriculture water
file_11462,clear primary
file_11463,clear primary
file_11464,clear primary agriculture road cultivation
file_11465,clear primary
file_11466,partly_cloudy primary
file_11467,partly_cloudy primary
file_11468,partly_cloudy primary agriculture
file_11469,clear primary
file_11470,partly_cloudy primary
file_11471,clear primary
file_11472,clear primary
file_11473,clear primary
file_11474,clear primary water
file_11475,clear primary
file_11476,clear primary
file_11477,clear primary
file_11478,clear primary agriculture road cultivation habitation
file_11479,clear primary water artisinal_mine
file_11480,clear primary agriculture
file_11481,clear primary water
file_11482,clear primary selective_logging blooming
file_11483,clear primary
file_11484,partly_cloudy primary agriculture road water
file_11485,clear primary
file_11486,clear primary
file_11487,clear primary agriculture road
file_11488,clear primary
file_11489,clear primary
file_11490,clear primary
file_11491,clear primary
file_11492,clear partly_cloudy primary
file_11493,partly_cloudy primary agriculture road water
file_11494,clear primary agriculture
file_11495,clear primary water
file_11496,partly_cloudy primary
file_11497,partly_cloudy primary agriculture road cultivation habitation
file_11498,clear haze primary agriculture road water
file_11499,partly_cloudy primary
file_11500,clear primary
file_11501,clear primary
file_11502,clear primary agriculture road cultivation habitation
file_11503,clear partly_cloudy primary agriculture road cultivation habitation
file_11504,partly_cloudy primary
file_11505,clear primary agriculture cultivation
file_11506,clear primary
file_11507,clear primary water
file_11508,clear primary
file_11509,partly_cloudy primary agriculture road
file_11510,cloudy
file_11511,clear primary road
file_11512,haze primary agriculture
file_11513,partly_cloudy primary
file_11514,partly_cloudy primary
file_11515,cloudy
file_11516,haze primary road water
file_11517,clear primary agriculture road cultivation
file_11518,clear primary agriculture cultivation
file_11519,clear primary road water
file_11520,clear primary agriculture cultivation
file_11521,clear primary agriculture road bare_ground
file_11522,haze partly_cloudy primary agriculture road water
file_11523,clear primary agriculture road habitation
file_11524,haze primary
file_11525,clear primary
file_11526,clear primary
file_11527,clear primary agriculture cultivation
file_11528,clear primary
file_11529,clear primary agriculture road water habitation
file_11530,clear primary water
file_11531,clear primary agriculture cultivation habitation
file_11532,haze primary
file_11533,partly_cloudy primary agriculture water cultivation
file_11534,cloudy
file_11535,clear primary agriculture road water cultivation
file_11536,partly_cloudy primary
file_11537,clear primary agriculture cultivation
file_11538,cloudy primary
file_11539,clear primary
file_11540,clear primary agriculture road cultivation habitation
file_11541,partly_cloudy primary
file_11542,clear partly_cloudy primary agriculture road cultivation
file_11543,clear haze cloudy primary water
file_11544,clear primary
file_11545,clear primary
file_11546,clear primary agriculture road water habitation
file_11547,clear primary agriculture road habitation
file_11548,clear primary agriculture water cultivation
file_11549,partly_cloudy primary
file_11550,partly_cloudy primary agriculture water
file_11551,clear primary
file_11552,clear primary
file_11553,clear primary agriculture cultivation
file_11554,clear primary
file_11555,clear primary
file_11556,clear primary agriculture road water habitation
file_11557,clear primary
file_11558,clear primary agriculture road habitation bare_ground
file_11559,clear primary agriculture cultivation
file_11560,clear primary
file_11561,clear primary
file_11562,clear primary
file_11563,clear primary agriculture road habitation
file_11564,clear primary
file_11565,clear primary agriculture cultivation habitation
file_11566,clear primary
file_11567,clear primary agriculture road bare_ground
file_11568,clear primary agriculture cultivation
file_11569,clear primary water
file_11570,clear primary agriculture road
file_11571,clear primary
file_11572,clear primary agriculture road
file_11573,clear primary
file_11574,cloudy
file_11575,clear primary
file_11576,partly_cloudy primary agriculture road cultivation
file_11577,clear primary
file_11578,partly_cloudy primary agriculture road
file_11579,clear primary
file_11580,clear haze primary
file_11581,clear primary
file_11582,clear primary
file_11583,clear primary agriculture road cultivation habitation
file_11584,partly_cloudy primary agriculture road water
file_11585,clear primary
file_11586,clear primary agriculture cultivation
file_11587,clear primary
file_11588,clear primary
file_11589,clear primary
file_11590,clear primary water
file_11591,clear primary
file_11592,clear primary
file_11593,partly_cloudy primary agriculture road water cultivation habitation
file_11594,clear primary
file_11595,clear primary
file_11596,clear primary agriculture cultivation
file_11597,clear primary road water
file_11598,clear primary
file_11599,clear primary agriculture cultivation
file_11600,clear primary
file_11601,clear primary agriculture road
file_11602,clear primary
file_11603,partly_cloudy primary
file_11604,clear primary
file_11605,partly_cloudy primary agriculture road water habitation
file_11606,partly_cloudy primary
file_11607,clear primary water
file_11608,partly_cloudy primary agriculture road water
file_11609,partly_cloudy primary agriculture road cultivation
file_11610,clear primary
file_11611,clear primary agriculture road habitation bare_ground
file_11612,clear primary
file_11613,clear primary water
file_11614,haze cloudy primary
file_11615,clear primary
file_11616,clear primary
file_11617,clear primary
file_11618,clear primary agriculture road cultivation
file_11619,partly_cloudy primary
file_11620,clear primary
file_11621,clear haze primary
file_11622,clear primary agriculture road cultivation
file_11623,clear primary agriculture road cultivation habitation
file_11624,clear primary
file_11625,clear primary
file_11626,clear primary water
file_11627,clear primary
file_11628,clear primary
file_11629,partly_cloudy primary water
file_11630,clear primary agriculture road habitation
file_11631,clear primary road water
file_11632,partly_cloudy primary road water artisinal_mine
file_11633,clear primary agriculture cultivation
file_11634,clear primary agriculture road water cultivation
file_11635,clear primary agriculture road water cultivation
file_11636,clear primary agriculture cultivation
file_11637,clear primary
file_11638,haze primary
file_11639,clear primary
file_11640,clear primary agriculture road cultivation
file_11641,clear primary
file_11642,clear primary agriculture water cultivation
file_11643,clear primary
file_11644,clear primary road water cultivation habitation bare_ground artisinal_mine
file_11645,haze partly_cloudy primary
file_11646,clear primary agriculture water
file_11647,clear primary
file_11648,clear haze primary
file_11649,clear primary road water
file_11650,clear primary
file_11651,partly_cloudy primary agriculture water cultivation
file_11652,clear primary agriculture cultivation habitation
file_11653,haze primary agriculture road water
file_11654,clear primary agriculture road water cultivation habitation
file_11655,clear primary
file_11656,clear primary
file_11657,clear primary agriculture water
file_11658,clear primary road water habitation
file_11659,cloudy
file_11660,clear primary agriculture cultivation
file_11661,partly_cloudy primary
file_11662,clear primary agriculture cultivation
file_11663,clear primary agriculture
file_11664,clear primary
file_11665,clear primary
file_11666,clear primary
file_11667,clear partly_cloudy primary agriculture road
file_11668,clear primary agriculture road habitation
file_11669,clear primary
file_11670,partly_cloudy primary
file_11671,clear primary
file_11672,clear primary agriculture road
file_11673,clear primary agriculture road water cultivation
file_11674,clear primary
file_11675,clear primary
file_11676,clear haze primary
file_11677,clear primary
file_11678,clear primary
file_11679,clear primary
file_11680,clear primary
file_11681,clear primary water
file_11682,clear primary agriculture road habitation
file_11683,partly_cloudy primary
file_11684,haze primary
file_11685,clear primary agriculture road habitation
file_11686,partly_cloudy primary agriculture road water
file_11687,haze cloudy primary
file_11688,clear primary water artisinal_mine
file_11689,clear primary
file_11690,clear primary agriculture road water habitation
file_11691,partly_cloudy primary
file_11692,cloudy
file_11693,cloudy
file_11694,clear primary agriculture road cultivation habitation
file_11695,clear primary
file_11696,clear primary
file_11697,clear primary
file_11698,clear primary agriculture road habitation bare_ground
file_11699,clear primary agriculture water
file_11700,clear primary agriculture road water habitation
file_11701,clear primary agriculture road water
file_11702,clear primary
file_11703,partly_cloudy primary
file_11704,clear primary water
file_11705,clear primary
file_11706,clear primary
file_11707,clear primary
file_11708,clear primary
file_11709,partly_cloudy primary agriculture road cultivation habitation
file_11710,clear primary
file_11711,clear primary
file_11712,clear primary
file_11713,clear primary road water artisinal_mine
file_11714,clear primary
file_11715,clear primary
file_11716,clear primary
file_11717,clear primary
file_11718,clear primary agriculture cultivation
file_11719,clear primary
file_11720,clear primary agriculture road water habitation
file_11721,partly_cloudy primary agriculture road water
file_11722,haze cloudy primary
file_11723,clear primary agriculture cultivation
file_11724,clear primary agriculture road
file_11725,clear primary agriculture road bare_ground
file_11726,clear primary agriculture water cultivation habitation
file_11727,haze primary
file_11728,clear primary water
file_11729,clear water
file_11730,partly_cloudy primary agriculture road cultivation
file_11731,cloudy
file_11732,clear primary
file_11733,clear primary agriculture cultivation
file_11734,clear primary agriculture
file_11735,clear primary agriculture road
file_11736,clear primary agriculture cultivation
file_11737,clear primary agriculture road cultivation
file_11738,clear partly_cloudy primary agriculture road habitation
file_11739,clear primary
file_11740,clear primary
file_11741,clear primary agriculture road water habitation
file_11742,clear primary
file_11743,clear primary
file_11744,partly_cloudy cloudy primary
file_11745,partly_cloudy primary agriculture road
file_11746,clear primary
file_11747,clear primary water
file_11748,partly_cloudy primary agriculture water
file_11749,clear primary
file_11750,clear primary agriculture water
file_11751,clear primary agriculture road
file_11752,clear primary
file_11753,clear primary
file_11754,clear primary agriculture cultivation
file_11755,clear primary
file_11756,clear primary agriculture road water habitation bare_ground artisinal_mine
file_11757,partly_cloudy primary
file_11758,partly_cloudy primary agriculture road cultivation habitation
file_11759,clear primary
file_11760,clear primary
file_11761,haze primary
file_11762,clear primary agriculture cultivation
file_11763,clear primary
file_11764,clear primary agriculture road cultivation habitation
file_11765,clear primary
file_11766,clear primary agriculture road water habitation
file_11767,partly_cloudy primary agriculture road water
file_11768,cloudy
file_11769,clear primary
file_11770,clear primary agriculture road cultivation habitation
file_11771,partly_cloudy primary water
file_11772,clear haze primary agriculture water
file_11773,cloudy
file_11774,clear primary water
file_11775,clear primary agriculture cultivation
file_11776,partly_cloudy primary agriculture road water cultivation
file_11777,clear primary agriculture cultivation
file_11778,partly_cloudy primary agriculture road
file_11779,clear primary
file_11780,clear primary agriculture road water cultivation
file_11781,clear primary
file_11782,clear primary water
file_11783,partly_cloudy primary
file_11784,haze primary
file_11785,haze primary agriculture cultivation
file_11786,partly_cloudy primary water
file_11787,clear primary agriculture road cultivation
file_11788,clear primary agriculture road cultivation
file_11789,clear primary
file_11790,clear primary
file_11791,partly_cloudy primary
file_11792,haze primary agriculture water
file_11793,partly_cloudy primary
file_11794,clear primary agriculture road cultivation habitation
file_11795,clear primary
file_11796,clear primary
file_11797,clear primary
file_11798,clear primary agriculture road
file_11799,haze primary
file_11800,clear primary water
file_11801,clear primary agriculture road cultivation habitation
file_11802,partly_cloudy primary
file_11803,clear primary agriculture road cultivation habitation
file_11804,clear primary agriculture road habitation
file_11805,clear primary
file_11806,clear primary agriculture road water cultivation habitation
file_11807,partly_cloudy primary
file_11808,partly_cloudy primary
file_11809,clear haze primary agriculture road cultivation
file_11810,partly_cloudy primary agriculture water
file_11811,partly_cloudy primary agriculture road
file_11812,clear primary
file_11813,partly_cloudy primary
file_11814,clear primary water habitation
file_11815,cloudy
file_11816,partly_cloudy cloudy primary
file_11817,clear primary
file_11818,partly_cloudy primary agriculture
file_11819,clear primary agriculture cultivation
file_11820,cloudy
file_11821,partly_cloudy primary
file_11822,clear primary agriculture road habitation bare_ground
file_11823,clear primary agriculture cultivation
file_11824,clear primary agriculture road cultivation
file_11825,clear primary
file_11826,clear primary
file_11827,clear primary agriculture water cultivation
file_11828,clear primary
file_11829,clear primary
file_11830,clear primary agriculture road cultivation habitation
file_11831,clear primary agriculture cultivation
file_11832,cloudy
file_11833,clear primary
file_11834,partly_cloudy primary
file_11835,clear primary
file_11836,clear primary
file_11837,cloudy
file_11838,clear primary
file_11839,clear primary
file_11840,clear primary
file_11841,clear primary
file_11842,clear primary agriculture road water
file_11843,partly_cloudy primary
file_11844,clear primary agriculture water cultivation habitation artisinal_mine
file_11845,clear primary agriculture road cultivation habitation
file_11846,clear primary
file_11847,clear haze primary agriculture road water
file_11848,partly_cloudy primary
file_11849,clear primary agriculture road cultivation habitation
file_11850,haze cloudy primary
file_11851,clear primary
file_11852,clear primary agriculture road habitation
file_11853,clear primary agriculture
file_11854,clear primary
file_11855,clear primary
file_11856,clear primary agriculture road cultivation
file_11857,haze cloudy primary
file_11858,clear primary agriculture road water cultivation
file_11859,clear primary agriculture road
file_11860,haze primary
file_11861,clear primary
file_11862,partly_cloudy primary agriculture cultivation
file_11863,clear primary agriculture road cultivation habitation
file_11864,clear primary agriculture cultivation
file_11865,clear primary agriculture cultivation
file_11866,partly_cloudy primary
file_11867,partly_cloudy primary
file_11868,clear primary agriculture road cultivation habitation
file_11869,clear haze primary
file_11870,partly_cloudy primary
file_11871,partly_cloudy primary
file_11872,clear primary agriculture road water cultivation habitation
file_11873,clear primary water
file_11874,clear primary agriculture road water cultivation habitation
file_11875,clear primary
file_11876,clear primary agriculture water
file_11877,clear primary agriculture road cultivation habitation
file_11878,clear primary
file_11879,clear primary road water habitation artisinal_mine
file_11880,clear primary
file_11881,partly_cloudy primary agriculture road cultivation
file_11882,partly_cloudy primary water
file_11883,clear haze primary agriculture
file_11884,clear primary
file_11885,clear primary
file_11886,clear primary agriculture cultivation
file_11887,clear primary
file_11888,clear primary agriculture road
file_11889,clear primary
file_11890,clear primary
file_11891,haze primary
file_11892,clear primary agriculture road
file_11893,clear primary
file_11894,clear primary
file_11895,partly_cloudy primary
file_11896,clear primary water
file_11897,clear primary agriculture road cultivation habitation
file_11898,clear primary
file_11899,clear primary agriculture road cultivation habitation
file_11900,clear primary
file_11901,clear primary
file_11902,clear water
file_11903,clear primary agriculture road habitation
file_11904,clear primary agriculture road cultivation
file_11905,clear primary
file_11906,clear primary
file_11907,clear primary
file_11908,clear primary agriculture cultivation
file_11909,partly_cloudy primary
file_11910,clear primary
file_11911,clear primary road water
file_11912,partly_cloudy primary
file_11913,clear primary
file_11914,clear primary water
file_11915,clear primary
file_11916,clear primary agriculture road cultivation
file_11917,clear primary
file_11918,clear primary agriculture road habitation
file_11919,partly_cloudy primary agriculture road water
file_11920,clear primary agriculture water cultivation
file_11921,clear primary agriculture road cultivation habitation
file_11922,clear primary
file_11923,clear primary
file_11924,clear primary water
file_11925,partly_cloudy primary
file_11926,clear primary agriculture road cultivation
file_11927,clear primary
file_11928,clear primary
file_11929,clear primary road water
file_11930,clear primary agriculture
file_11931,partly_cloudy primary
file_11932,clear primary
file_11933,cloudy
file_11934,clear primary water
file_11935,haze cloudy primary
file_11936,clear primary agriculture road habitation
file_11937,cloudy
file_11938,clear primary agriculture road water cultivation habitation
file_11939,haze primary agriculture water
file_11940,clear primary
file_11941,clear primary agriculture cultivation
file_11942,clear primary agriculture water
file_11943,clear primary agriculture cultivation
file_11944,partly_cloudy primary
file_11945,clear haze primary agriculture water cultivation
file_11946,clear haze primary agriculture cultivation
file_11947,clear primary
file_11948,partly_cloudy cloudy primary
file_11949,clear primary
file_11950,clear primary
file_11951,clear primary water
file_11952,clear haze primary agriculture road
file_11953,clear primary agriculture road habitation
file_11954,clear primary
file_11955,clear partly_cloudy primary
file_11956,clear primary
file_11957,clear primary water
file_11958,clear primary agriculture road
file_11959,partly_cloudy primary
file_11960,clear primary agriculture bare_ground
file_11961,clear primary agriculture cultivation
file_11962,clear primary agriculture road cultivation habitation
file_11963,clear primary
file_11964,clear primary agriculture water
file_11965,clear primary agriculture road bare_ground
file_11966,clear primary agriculture road habitation
file_11967,partly_cloudy primary agriculture cultivation
file_11968,clear primary
file_11969,partly_cloudy primary agriculture road cultivation
file_11970,haze primary water
file_11971,clear primary agriculture road cultivation habitation
file_11972,clear haze primary agriculture road water cultivation
file_11973,clear primary agriculture water cultivation
file_11974,partly_cloudy primary agriculture road cultivation
file_11975,partly_cloudy primary agriculture road water
file_11976,clear haze cloudy primary water
file_11977,clear primary water
file_11978,partly_cloudy primary water
file_11979,partly_cloudy primary
file_11980,partly_cloudy primary agriculture road water
file_11981,partly_cloudy primary agriculture road water
file_11982,partly_cloudy primary agriculture road water cultivation
file_11983,clear primary agriculture road habitation
file_11984,partly_cloudy primary
file_11985,clear haze primary water
file_11986,clear primary
file_11987,clear primary agriculture cultivation
file_11988,clear primary
file_11989,clear haze primary agriculture road water
file_11990,clear primary
file_11991,cloudy
file_11992,clear primary
file_11993,clear primary agriculture road cultivation habitation
file_11994,clear primary agriculture road water cultivation
file_11995,clear primary agriculture cultivation
file_11996,partly_cloudy primary
file_11997,haze primary
file_11998,partly_cloudy primary
file_11999,clear primary agriculture road cultivation habitation
file_12000,clear primary
file_12001,clear primary
file_12002,clear primary
file_12003,clear primary
file_12004,clear primary agriculture
file_12005,partly_cloudy primary
file_12006,clear primary
file_12007,partly_cloudy primary
file_12008,clear primary
file_12009,clear primary agriculture road cultivation
file_12010,clear primary
file_12011,partly_cloudy primary agriculture road
file_12012,clear primary agriculture water
file_12013,clear primary agriculture road water
file_12014,clear primary
file_12015,clear primary
file_12016,haze partly_cloudy primary
file_12017,clear primary
file_12018,clear primary
file_12019,cloudy
file_12020,clear primary
file_12021,clear primary water
file_12022,clear primary agriculture road cultivation habitation
file_12023,clear primary
file_12024,clear haze primary agriculture water
file_12025,clear primary water
file_12026,clear primary agriculture road cultivation
file_12027,clear partly_cloudy primary
file_12028,clear primary agriculture road water cultivation habitation
file_12029,clear primary
file_12030,clear primary
file_12031,clear haze primary agriculture road water
file_12032,clear primary
file_12033,clear primary agriculture cultivation habitation
file_12034,haze primary
file_12035,partly_cloudy primary
file_12036,haze primary
file_12037,clear primary agriculture cultivation
file_12038,clear primary water
file_12039,clear primary agriculture road habitation
file_12040,clear primary
file_12041,clear primary
file_12042,clear primary agriculture cultivation
file_12043,clear haze primary agriculture road
file_12044,clear primary agriculture cultivation
file_12045,clear primary
file_12046,clear primary agriculture water
file_12047,partly_cloudy cloudy primary
file_12048,clear primary water
file_12049,clear primary agriculture road habitation
file_12050,clear primary
file_12051,partly_cloudy primary
file_12052,clear haze primary agriculture road water
file_12053,cloudy
file_12054,clear haze primary agriculture cultivation
file_12055,clear primary
file_12056,partly_cloudy primary
file_12057,clear primary
file_12058,partly_cloudy primary agriculture road bare_ground
file_12059,clear partly_cloudy primary agriculture road water bare_ground
file_12060,clear primary
file_12061,clear primary
file_12062,clear primary
file_12063,clear primary
file_12064,clear primary
file_12065,partly_cloudy primary
file_12066,clear primary
file_12067,clear primary agriculture road cultivation habitation
file_12068,clear primary
file_12069,clear primary agriculture
file_12070,clear primary
file_12071,clear primary agriculture cultivation
file_12072,clear primary agriculture bare_ground
file_12073,partly_cloudy primary agriculture
file_12074,clear primary
file_12075,clear primary agriculture road
file_12076,clear primary
file_12077,clear primary
file_12078,clear primary agriculture road
file_12079,clear primary
file_12080,clear primary
file_12081,clear primary agriculture
file_12082,cloudy
file_12083,clear primary agriculture water
file_12084,haze cloudy
file_12085,clear primary
file_12086,cloudy
file_12087,partly_cloudy primary agriculture road
file_12088,partly_cloudy primary agriculture road
file_12089,clear haze primary agriculture
file_12090,clear primary agriculture cultivation
file_12091,partly_cloudy primary
file_12092,clear primary agriculture cultivation
file_12093,partly_cloudy primary agriculture cultivation
file_12094,clear primary
file_12095,cloudy
file_12096,clear primary
file_12097,clear primary
file_12098,clear primary
file_12099,clear primary
file_12100,clear primary
file_12101,clear primary water
file_12102,clear primary water
file_12103,clear haze primary
file_12104,partly_cloudy primary agriculture
file_12105,clear primary
file_12106,clear primary agriculture road water
file_12107,partly_cloudy primary
file_12108,clear primary agriculture road water habitation artisinal_mine
file_12109,clear primary
file_12110,partly_cloudy primary agriculture water
file_12111,clear partly_cloudy primary
file_12112,haze partly_cloudy primary
file_12113,cloudy
file_12114,clear primary
file_12115,partly_cloudy primary agriculture road cultivation
file_12116,clear primary agriculture cultivation
file_12117,cloudy
file_12118,cloudy
file_12119,clear primary agriculture water cultivation
file_12120,partly_cloudy primary agriculture water
file_12121,clear primary agriculture road habitation
file_12122,clear primary agriculture road cultivation
file_12123,clear primary agriculture road
file_12124,haze partly_cloudy primary agriculture road water
file_12125,partly_cloudy primary
file_12126,clear primary
file_12127,clear primary road water habitation artisinal_mine
file_12128,clear primary agriculture
file_12129,clear primary
file_12130,partly_cloudy primary agriculture water cultivation habitation
file_12131,partly_cloudy primary
file_12132,clear primary agriculture road water bare_ground
file_12133,clear primary agriculture road water habitation
file_12134,clear partly_cloudy primary agriculture road cultivation habitation
file_12135,clear primary
file_12136,partly_cloudy primary
file_12137,clear primary agriculture cultivation
file_12138,clear primary
file_12139,clear primary
file_12140,haze primary
file_12141,clear primary
file_12142,clear primary agriculture road cultivation
file_12143,clear primary
file_12144,clear primary agriculture road water habitation
file_12145,clear primary agriculture cultivation
file_12146,clear primary agriculture cultivation
file_12147,cloudy
file_12148,clear primary selective_logging
file_12149,clear haze primary agriculture cultivation
file_12150,cloudy
file_12151,clear haze primary
file_12152,clear primary
file_12153,clear primary
file_12154,clear primary agriculture water cultivation
file_12155,clear primary agriculture road water cultivation
file_12156,clear primary agriculture road habitation
file_12157,partly_cloudy primary agriculture road water
file_12158,clear primary
file_12159,cloudy
file_12160,partly_cloudy primary agriculture road habitation
file_12161,cloudy
file_12162,clear haze primary agriculture water
file_12163,clear primary road water
file_12164,clear primary
file_12165,clear primary
file_12166,partly_cloudy primary
file_12167,clear primary
file_12168,clear primary agriculture road water habitation artisinal_mine
file_12169,clear primary
file_12170,clear primary agriculture cultivation
